#Replicon Name,Replicon Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein name
chr,NC_004631.1,562410,562778,-,-,-,T_RS02475,WP_000118257.1,122,hypothetical protein
chr,NC_004631.1,562947,563195,-,-,-,T_RS02480,WP_000433427.1,82,transcriptional regulator
chr,NC_004631.1,563367,563741,+,-,-,T_RS02485,WP_001051260.1,124,hypothetical protein
chr,NC_004631.1,563921,565099,+,-,-,T_RS02490,WP_000127714.1,392,arabinose transporter
chr,NC_004631.1,565096,566097,-,-,flk,T_RS02495,WP_000553395.1,333,flagella biosynthesis regulator
chr,NC_004631.1,566201,567337,+,-,-,T_RS02500,WP_000699178.1,378,erythronate-4-phosphate dehydrogenase
chr,NC_004631.1,567405,568418,+,-,-,T_RS02505,WP_001289141.1,337,aspartate-semialdehyde dehydrogenase
chr,NC_004631.1,568418,569230,+,-,-,T_RS02510,WP_000016631.1,270,tRNA pseudouridine(38-40) synthase TruA
chr,NC_004631.1,569279,569938,+,-,-,T_RS02515,WP_000364318.1,219,DedA family protein
chr,NC_004631.1,570088,571002,+,-,-,T_RS02520,WP_000118383.1,304,acetyl-CoA carboxylase carboxyl transferase subunit beta
chr,NC_004631.1,571070,572338,+,-,-,T_RS02525,WP_000792271.1,422,bifunctional tetrahydrofolate synthase/dihydrofolate synthase
chr,NC_004631.1,572328,573002,+,-,-,T_RS02530,WP_000157040.1,224,cell division protein DedD
chr,NC_004631.1,573313,573801,+,-,-,T_RS02535,WP_000262102.1,162,colicin V production protein
chr,NC_004631.1,573839,575356,+,-,-,T_RS02540,WP_000334231.1,505,amidophosphoribosyltransferase
chr,NC_004631.1,575392,576819,-,-,-,T_RS02545,WP_000168932.1,475,sigma-54-dependent Fis family transcriptional regulator
chr,NC_004631.1,577030,578427,+,-,-,T_RS02550,WP_000132306.1,465,diaminopimelate decarboxylase
chr,NC_004631.1,578518,579939,+,-,-,T_RS02555,WP_000072509.1,473,amino acid permease
chr,NC_004631.1,579941,581044,+,-,-,T_RS02560,WP_000281913.1,367,alanine/ornithine racemase family PLP-dependent enzyme
chr,NC_004631.1,581108,582397,+,-,-,T_RS02565,WP_000380355.1,429,amino acid permease
chr,NC_004631.1,582541,583110,+,-,-,T_RS02570,WP_000825682.1,189,3-octaprenyl-4-hydroxybenzoate carboxy-lyase partner protein
chr,NC_004631.1,583088,583279,+,-,-,T_RS23840,WP_024937332.1,63,hypothetical protein
chr,NC_004631.1,583399,584181,+,-,-,T_RS02575,WP_000754418.1,260,lysine/arginine/ornithine ABC transporter substrate-binding protein
chr,NC_004631.1,584419,585201,+,-,-,T_RS02580,WP_000731871.1,260,histidine ABC transporter substrate-binding protein HisJ
chr,NC_004631.1,585384,586070,+,-,-,T_RS02585,WP_000965498.1,228,histidine ABC transporter permease
chr,NC_004631.1,586067,586774,+,-,-,T_RS02590,WP_000569771.1,235,histidine ABC transporter permease
chr,NC_004631.1,586785,587561,+,-,-,T_RS02595,WP_000986780.1,258,histidine ABC transporter ATP-binding protein HisP
chr,NC_004631.1,587613,588506,-,-,-,T_RS02600,WP_001166265.1,297,TIGR01777 family protein
chr,NC_004631.1,588630,589277,-,-,-,T_RS02605,WP_000566559.1,215,GSH-dependent disulfide bond oxidoreductase
chr,NC_004631.1,589420,590064,+,-,-,T_RS02610,WP_000043013.1,214,glutathione transferase
chr,NC_004631.1,590120,590671,+,-,-,T_RS02615,WP_000772458.1,183,phosphodiesterase
chr,NC_004631.1,590728,591282,+,-,-,T_RS02620,WP_000230215.1,184,NUDIX hydrolase
chr,NC_004631.1,591288,592307,-,-,-,T_RS02625,WP_000026949.1,339,LacI family DNA-binding transcriptional regulator
chr,NC_004631.1,592388,592561,-,-,-,T_RS02630,WP_000895608.1,57,hypothetical protein
chr,NC_004631.1,592560,593003,+,-,-,T_RS02635,WP_000901818.1,147,PTS sugar transporter subunit IIA
chr,NC_004631.1,593084,593356,+,-,-,T_RS02640,WP_000699818.1,90,MULTISPECIES: PTS sugar transporter subunit IIB
chr,NC_004631.1,593377,594768,+,-,-,T_RS02645,WP_001681684.1,463,PTS ascorbate transporter subunit IIC
chr,NC_004631.1,594765,595595,+,-,-,T_RS02650,WP_001103260.1,276,transketolase
chr,NC_004631.1,595588,596541,+,-,-,T_RS02655,WP_000593037.1,317,"transketolase family protein, partial"
chr,NC_004631.1,596590,598110,-,-,-,T_RS02660,WP_000117932.1,506,putative basic amino acid antiporter YfcC
chr,NC_004631.1,598328,600472,-,-,-,T_RS02665,WP_000086690.1,714,phosphate acetyltransferase
chr,NC_004631.1,600549,601751,-,-,-,T_RS02670,WP_000095689.1,400,MULTISPECIES: acetate kinase
chr,NC_004631.1,602091,602546,+,-,-,T_RS02675,WP_000106616.1,151,DUF412 domain-containing protein
chr,NC_004631.1,602629,603123,+,-,-,T_RS02680,WP_000426135.1,164,YfbU family protein
chr,NC_004631.1,603116,603793,+,-,-,T_RS02685,WP_021013205.1,225,sugar phosphatase
chr,NC_004631.1,603869,605695,+,-,-,T_RS02690,WP_001012871.1,608,SLC13 family permease
chr,NC_004631.1,605787,606386,-,-,-,T_RS02695,WP_000813878.1,199,5\'-deoxynucleotidase
chr,NC_004631.1,606480,607694,-,-,-,T_RS02700,WP_000074540.1,404,MULTISPECIES: pyridoxal phosphate-dependent aminotransferase
chr,NC_004631.1,607776,607961,+,-,-,T_RS02705,WP_024131155.1,61,hypothetical protein
chr,NC_004631.1,608626,609564,+,-,-,T_RS02710,WP_000606282.1,312,transcriptional regulator LrhA
chr,NC_004631.1,609644,609796,+,-,-,T_RS02715,WP_001522276.1,50,hypothetical protein
chr,NC_004631.1,610189,610632,+,-,-,T_RS02720,WP_000062993.1,147,MULTISPECIES: NADH-quinone oxidoreductase subunit A
chr,NC_004631.1,610648,611310,+,-,-,T_RS02725,WP_000386728.1,220,MULTISPECIES: NADH-quinone oxidoreductase subunit B
chr,NC_004631.1,611397,613199,+,-,-,T_RS02730,WP_000247855.1,600,NADH-quinone oxidoreductase subunit C/D
chr,NC_004631.1,613202,613702,+,-,-,T_RS02735,WP_000545038.1,166,MULTISPECIES: NADH-quinone oxidoreductase subunit E
chr,NC_004631.1,613699,615036,+,-,-,T_RS02740,WP_000800046.1,445,NADH-quinone oxidoreductase subunit NuoF
chr,NC_004631.1,615061,617793,+,-,-,T_RS02745,WP_000928363.1,910,NADH-quinone oxidoreductase subunit NuoG
chr,NC_004631.1,617790,618767,+,-,-,T_RS02750,WP_000118517.1,325,NADH-quinone oxidoreductase subunit NuoH
chr,NC_004631.1,618782,619324,+,-,-,T_RS02755,WP_000172747.1,180,MULTISPECIES: NADH-quinone oxidoreductase subunit I
chr,NC_004631.1,619335,619889,+,-,-,T_RS02760,WP_000393522.1,184,NADH-quinone oxidoreductase subunit J
chr,NC_004631.1,619886,620188,+,-,-,T_RS02765,WP_000612687.1,100,MULTISPECIES: NADH-quinone oxidoreductase subunit K
chr,NC_004631.1,620185,622026,+,-,-,T_RS02770,WP_001056574.1,613,NADH-quinone oxidoreductase subunit L
chr,NC_004631.1,622340,623869,+,-,-,T_RS02775,WP_000926422.1,509,NADH-quinone oxidoreductase subunit M
chr,NC_004631.1,623876,625333,+,-,-,T_RS02780,WP_000156669.1,485,MULTISPECIES: NADH-quinone oxidoreductase subunit N
chr,NC_004631.1,625474,626478,-,-,-,T_RS02785,WP_000368546.1,334,chemotaxis signal transduction protein CheV
chr,NC_004631.1,626544,627461,-,-,-,T_RS02790,WP_000419093.1,305,ribonuclease Z
chr,NC_004631.1,627522,627983,+,-,-,T_RS02795,WP_000568155.1,153,GNAT family N-acetyltransferase
chr,NC_004631.1,628032,628343,+,-,-,T_RS02800,WP_001242981.1,103,stress response protein ElaB
chr,NC_004631.1,628444,629739,+,-,-,T_RS02805,WP_000555672.1,431,isochorismate synthase MenF
chr,NC_004631.1,629825,631495,+,-,-,T_RS02810,WP_000116387.1,556,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
chr,NC_004631.1,631492,632250,+,-,-,T_RS02815,WP_000979151.1,252,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase"
chr,NC_004631.1,632265,633122,+,-,-,T_RS02820,WP_000640013.1,285,"1,4-dihydroxy-2-naphthoyl-CoA synthase"
chr,NC_004631.1,633122,634084,+,-,-,T_RS02825,WP_001255562.1,320,o-succinylbenzoate synthase
chr,NC_004631.1,634081,635448,+,-,-,T_RS02830,WP_000144672.1,455,o-succinylbenzoate--CoA ligase
chr,NC_004631.1,635546,635803,+,-,-,T_RS02835,WP_000455131.1,85,signal transduction protein PmrD
chr,NC_004631.1,635798,636175,-,-,-,T_RS02840,WP_000538693.1,125,4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
chr,NC_004631.1,636175,636510,-,-,-,T_RS02845,WP_000579483.1,111,4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
chr,NC_004631.1,636507,638153,-,-,-,T_RS02850,WP_000978048.1,548,4-amino-4-deoxy-L-arabinose lipid A transferase
chr,NC_004631.1,638150,639049,-,-,-,T_RS02855,WP_000169759.1,299,4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase
chr,NC_004631.1,639046,641028,-,-,-,T_RS02860,WP_000648755.1,660,bifunctional UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronic acid oxidase ArnA
chr,NC_004631.1,641025,642008,-,-,-,T_RS02865,WP_000458894.1,327,undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
chr,NC_004631.1,642011,643168,-,-,-,T_RS02870,WP_001764145.1,385,UDP-4-amino-4-deoxy-L-arabinose aminotransferase
chr,NC_004631.1,643443,644048,+,-,-,T_RS02875,WP_000879245.1,201,histidine phosphatase family protein
chr,NC_004631.1,644093,644518,-,-,-,T_RS02880,WP_001249902.1,141,nucleoside triphosphatase
chr,NC_004631.1,644692,645339,+,-,-,T_RS02885,WP_000478253.1,215,membrane protein
chr,NC_004631.1,645454,646650,+,-,-,T_RS02890,WP_000935685.1,398,nicotinamide mononucleotide deamidase-related protein YfaY
chr,NC_004631.1,646900,647682,+,-,-,T_RS02895,WP_000894172.1,260,IclR family transcriptional regulator
chr,NC_004631.1,647684,648901,+,-,-,T_RS02900,WP_000427822.1,405,L-rhamnonate dehydratase
chr,NC_004631.1,648957,650246,+,-,-,T_RS02905,WP_000028931.1,429,MFS transporter
chr,NC_004631.1,650272,651075,+,-,-,T_RS02910,WP_000992948.1,267,2-keto-3-deoxy-L-rhamnonate aldolase
chr,NC_004631.1,651081,651257,+,-,-,T_RS25310,WP_001112766.1,58,hypothetical protein
chr,NC_004631.1,651344,652366,-,-,-,T_RS02915,WP_001017744.1,340,SPI-2 type III secretion system effector deubiquitinase SseL
chr,NC_004631.1,652287,652490,-,-,-,T_RS02920,WP_010989211.1,67,hypothetical protein
chr,NC_004631.1,652792,653982,-,-,-,T_RS02925,WP_001285727.1,396,anaerobic glycerol-3-phosphate dehydrogenase subunit C
chr,NC_004631.1,653979,655238,-,-,-,T_RS02930,WP_000667159.1,419,anaerobic glycerol-3-phosphate dehydrogenase subunit B
chr,NC_004631.1,655228,656856,-,-,-,T_RS02935,WP_000857213.1,542,anaerobic glycerol-3-phosphate dehydrogenase subunit A
chr,NC_004631.1,657089,658447,+,-,-,T_RS02940,WP_000948703.1,452,glycerol-3-phosphate transporter
chr,NC_004631.1,658452,659522,+,-,-,T_RS02945,WP_000858949.1,356,glycerophosphodiester phosphodiesterase
chr,NC_004631.1,659638,660516,-,-,-,T_RS02950,WP_000176728.1,292,LysR family transcriptional regulator
chr,NC_004631.1,660678,661868,+,-,-,T_RS02955,WP_000660238.1,396,MFS transporter
chr,NC_004631.1,661870,662124,-,-,-,T_RS02960,WP_000533921.1,84,2Fe-2S ferredoxin-like protein
chr,NC_004631.1,662124,663254,-,-,-,T_RS02965,WP_000332020.1,376,ribonucleotide-diphosphate reductase subunit beta
chr,NC_004631.1,663367,665652,-,-,-,T_RS02970,WP_001076502.1,761,ribonucleoside-diphosphate reductase subunit alpha
chr,NC_004631.1,666007,666735,-,-,-,T_RS02975,WP_001091011.1,242,bifunctional 3-demethylubiquinone 3-O-methyltransferase/2-octaprenyl-6-hydroxy phenol methylase
chr,NC_004631.1,666818,667702,-,-,-,T_RS02980,WP_000944713.1,294,GntR family transcriptional regulator
chr,NC_004631.1,669092,670294,+,-,-,T_RS02995,WP_000705594.1,400,mandelate racemase/muconate lactonizing enzyme family protein
chr,NC_004631.1,670394,670624,-,-,-,T_RS23845,WP_071525124.1,76,hypothetical protein
chr,NC_004631.1,670704,673340,+,-,-,T_RS03000,WP_001281283.1,878,DNA topoisomerase (ATP-hydrolyzing) subunit A
chr,NC_004631.1,673381,673569,+,-,-,T_RS03005,WP_001542475.1,62,MULTISPECIES: hypothetical protein
chr,NC_004631.1,673526,673984,+,-,-,T_RS03010,WP_000502118.1,152,MULTISPECIES: IS200/IS605-like element IS200F family transposase
chr,NC_004631.1,674170,677016,+,-,-,T_RS03015,WP_000876074.1,948,hybrid sensor histidine kinase/response regulator
chr,NC_004631.1,677119,677769,-,-,-,T_RS03020,WP_001061910.1,216,DNA-binding response regulator
chr,NC_004631.1,677786,680455,-,-,-,T_RS03025,WP_000083208.1,889,phosphotransferase RcsD
chr,NC_004631.1,680622,680909,-,-,-,T_RS25315,WP_071824188.1,95,hypothetical protein
chr,NC_004631.1,681183,682319,+,-,-,T_RS03030,WP_000865526.1,378,phosphoporin PhoE
chr,NC_004631.1,682434,683486,+,-,-,T_RS03035,WP_000784304.1,350,FAD:protein FMN transferase ApbE
chr,NC_004631.1,683567,684628,+,-,-,T_RS03040,WP_000975973.1,353,bifunctional DNA-binding transcriptional regulator/O6-methylguanine-DNA methyltransferase Ada
chr,NC_004631.1,684631,685281,+,-,-,T_RS03045,WP_000884984.1,216,DNA oxidative demethylase AlkB
chr,NC_004631.1,685357,687000,+,-,-,T_RS03050,WP_000421580.1,547,multidrug ABC transporter permease/ATP-binding protein
chr,NC_004631.1,687209,687703,-,-,-,T_RS03055,WP_001764187.1,164,ecotin
chr,NC_004631.1,688117,688608,+,-,-,T_RS03060,WP_000228073.1,163,ferredoxin-type protein NapF
chr,NC_004631.1,688598,688861,+,-,-,T_RS03065,WP_001260058.1,87,chaperone NapD
chr,NC_004631.1,688858,691344,+,-,-,T_RS03070,WP_000778090.1,828,periplasmic nitrate reductase subunit alpha
chr,NC_004631.1,691351,692046,+,-,-,T_RS03075,WP_000091679.1,231,ferredoxin-type protein NapG
chr,NC_004631.1,692033,692902,+,-,-,T_RS03080,WP_000013528.1,289,quinol dehydrogenase ferredoxin subunit NapH
chr,NC_004631.1,693018,693467,+,-,napB,T_RS03085,WP_000835182.1,149,MULTISPECIES: nitrate reductase cytochrome c-type subunit
chr,NC_004631.1,693477,694079,+,-,-,T_RS03090,WP_000431773.1,200,cytochrome c-type protein NapC
chr,NC_004631.1,694100,694717,+,-,-,T_RS03095,WP_000888541.1,205,cytochrome c biogenesis protein CcmA
chr,NC_004631.1,694714,695373,+,-,-,T_RS03100,WP_000990042.1,219,heme exporter protein CcmB
chr,NC_004631.1,695425,696162,+,-,-,T_RS03105,WP_000266010.1,245,heme ABC transporter permease
chr,NC_004631.1,696159,696371,+,-,-,T_RS03110,WP_000074110.1,70,heme exporter protein CcmD
chr,NC_004631.1,696368,696847,+,-,-,T_RS03115,WP_001053607.1,159,cytochrome c-type biogenesis protein CcmE
chr,NC_004631.1,696844,698775,+,-,-,T_RS03120,WP_000982516.1,643,heme lyase CcmF/NrfE family subunit
chr,NC_004631.1,698772,699329,+,-,-,T_RS03125,WP_000828299.1,185,thiol:disulfide interchange protein
chr,NC_004631.1,699326,700369,+,-,-,T_RS03130,WP_001238304.1,347,cytochrome c biogenesis protein CcmH
chr,NC_004631.1,700413,701060,-,-,-,T_RS03135,WP_001115500.1,215,nitrate/nitrite response regulator protein NarP
chr,NC_004631.1,701059,701205,+,-,-,T_RS23850,WP_001554888.1,48,hypothetical protein
chr,NC_004631.1,701888,702352,+,-,-,T_RS03140,WP_044790709.1,154,acyloxyacyl hydrolase
chr,NC_004631.1,702544,702747,-,-,-,T_RS03145,WP_001653202.1,67,virulence protein MsgA
chr,NC_004631.1,703050,703841,+,-,-,T_RS03150,WP_000624225.1,263,tail protein
chr,NC_004631.1,704138,704341,+,-,-,T_RS25325,WP_001113462.1,67,tail protein
chr,NC_004631.1,704510,706876,+,-,-,T_RS03160,WP_001115839.1,788,SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2
chr,NC_004631.1,707037,707186,+,-,-,T_RS25330,WP_001682147.1,49,DUF4113 domain-containing protein
chr,NC_004631.1,707647,709407,-,-,-,T_RS03170,WP_000256150.1,586,hypothetical protein
chr,NC_004631.1,709439,709666,-,-,-,T_RS03175,WP_001135904.1,75,MULTISPECIES: DUF1414 domain-containing protein
chr,NC_004631.1,709846,710853,+,-,-,T_RS03180,WP_000050806.1,335,nucleoid-associated protein
chr,NC_004631.1,710881,711501,+,-,-,T_RS03185,WP_000033434.1,206,hypothetical protein
chr,NC_004631.1,711610,711894,-,-,-,T_RS03190,WP_000494192.1,94,50S ribosomal protein L25
chr,NC_004631.1,712019,713779,-,-,-,T_RS03195,WP_000578121.1,586,DEAD/DEAH box helicase
chr,NC_004631.1,713931,714626,+,-,-,T_RS03200,WP_001234836.1,231,16S rRNA pseudouridine(516) synthase
chr,NC_004631.1,714654,715844,+,-,-,T_RS03205,WP_000213351.1,396,Bcr/CflA family drug resistance efflux transporter
chr,NC_004631.1,715876,716070,+,-,-,T_RS25335,WP_072073166.1,64,hypothetical protein
chr,NC_004631.1,716235,716579,+,-,-,T_RS03215,WP_001094639.1,114,MULTISPECIES: hypothetical protein
chr,NC_004631.1,716583,718172,-,-,-,T_RS03220,WP_000203612.1,529,microcin C ABC transporter ATP-binding protein YejF
chr,NC_004631.1,718174,719199,-,-,-,T_RS03225,WP_001137761.1,341,ABC transporter permease
chr,NC_004631.1,719199,720293,-,-,-,T_RS03230,WP_000501623.1,364,MULTISPECIES: microcin C ABC transporter permease YejB
chr,NC_004631.1,720303,722108,-,-,-,T_RS03235,WP_000561746.1,601,ABC transporter substrate-binding protein
chr,NC_004631.1,722215,723771,-,-,-,T_RS03240,WP_000957756.1,518,cyclic di-GMP phosphodiesterase
chr,NC_004631.1,723840,724025,-,-,-,T_RS23870,WP_071524996.1,61,hypothetical protein
chr,NC_004631.1,724097,724669,-,-,-,T_RS03245,WP_000241015.1,190,MULTISPECIES: bifunctional murein DD-endopeptidase/murein LD-carboxypeptidase
chr,NC_004631.1,724675,724905,+,-,-,T_RS23875,WP_014344110.1,76,hypothetical protein
chr,NC_004631.1,725083,725802,-,-,-,T_RS03250,WP_000178088.1,239,phosphatase PAP2 family protein
chr,NC_004631.1,725832,726818,-,-,-,T_RS03255,WP_000169350.1,328,GTP-binding protein
chr,NC_004631.1,727031,727603,-,-,-,T_RS03260,WP_001136822.1,190,MULTISPECIES: elongation factor P-like protein YeiP
chr,NC_004631.1,727738,727929,-,-,-,T_RS23880,WP_071524997.1,63,hypothetical protein
chr,NC_004631.1,727928,728182,+,-,-,T_RS03265,WP_001523448.1,84,zinc/iron-chelating domain-containing protein
chr,NC_004631.1,728597,728719,+,-,-,T_RS03270,WP_001519564.1,40,membrane protein
chr,NC_004631.1,728721,729386,+,-,-,T_RS03275,WP_001213885.1,221,membrane protein
chr,NC_004631.1,729451,730632,-,-,-,T_RS03280,WP_000551934.1,393,sugar efflux transporter SetB
chr,NC_004631.1,731002,732132,+,-,-,T_RS03285,WP_000487287.1,376,multiphosphoryl transfer protein
chr,NC_004631.1,732132,733070,+,-,-,T_RS03290,WP_000091249.1,312,MULTISPECIES: 1-phosphofructokinase
chr,NC_004631.1,733087,734775,+,-,-,T_RS03295,WP_000854408.1,562,PTS fructose transporter subunit IIBC
chr,NC_004631.1,734840,735697,-,-,-,T_RS03300,WP_000873905.1,285,endonuclease
chr,NC_004631.1,735776,736825,-,-,-,T_RS03305,WP_000137966.1,349,YeiH family protein
chr,NC_004631.1,736946,737809,+,-,-,T_RS03310,WP_000548316.1,287,LysR family transcriptional regulator
chr,NC_004631.1,737999,739468,+,-,-,T_RS03315,WP_000534995.1,489,amino acid permease
chr,NC_004631.1,739606,739911,-,-,-,T_RS23885,WP_071524998.1,101,colicin I receptor
chr,NC_004631.1,739814,741805,+,-,-,T_RS03320,WP_000488257.1,663,catecholate siderophore receptor CirA
chr,NC_004631.1,741849,742250,-,-,-,T_RS25340,WP_000879522.1,133,hypothetical protein
chr,NC_004631.1,742278,743171,-,-,-,T_RS23610,WP_000023804.1,297,MFS transporter
chr,NC_004631.1,743204,744091,-,-,-,T_RS03335,WP_000022911.1,295,phosphoserine phosphatase SerB
chr,NC_004631.1,744308,745675,+,-,-,T_RS03340,WP_000443204.1,455,L-serine ammonia-lyase
chr,NC_004631.1,745680,746069,+,-,-,T_RS03345,WP_000876815.1,129,XRE family transcriptional regulator
chr,NC_004631.1,746058,746915,-,-,-,T_RS03350,WP_000425481.1,285,S-formylglutathione hydrolase
chr,NC_004631.1,746843,747076,-,-,-,T_RS23890,WP_071524999.1,77,MULTISPECIES: hypothetical protein
chr,NC_004631.1,747245,747913,+,-,-,T_RS03355,WP_001139611.1,222,GTP cyclohydrolase I FolE
chr,NC_004631.1,747928,749070,+,-,-,T_RS03360,WP_001765111.1,380,DUF418 family protein
chr,NC_004631.1,749220,750242,+,-,-,T_RS03365,WP_000628627.1,340,HTH-type transcriptional regulator GalS
chr,NC_004631.1,750741,751739,+,-,-,T_RS03370,WP_001036947.1,332,galactose/glucose ABC transporter substrate-binding protein MglB
chr,NC_004631.1,753407,754417,+,-,-,T_RS03380,WP_001275103.1,336,galactose/methyl galactoside ABC transporter permease MglC
chr,NC_004631.1,755720,756961,-,-,-,T_RS03390,WP_001136400.1,413,NAD-dependent dihydropyrimidine dehydrogenase subunit PreT
chr,NC_004631.1,757166,757411,-,-,-,T_RS03395,WP_000605187.1,81,DUF2542 family protein
chr,NC_004631.1,757408,758127,-,-,-,T_RS03400,WP_000920079.1,239,outer membrane permeability protein SanA
chr,NC_004631.1,758304,759188,-,-,-,T_RS03405,WP_000553529.1,294,cytidine deaminase
chr,NC_004631.1,759342,760037,-,-,-,T_RS03410,WP_000989296.1,231,CidB/LrgB family autolysis modulator
chr,NC_004631.1,760034,760432,-,-,-,T_RS03415,WP_000045719.1,132,hypothetical protein
chr,NC_004631.1,760564,761472,-,-,-,T_RS03420,WP_000024658.1,302,LysR family transcriptional regulator
chr,NC_004631.1,761598,762956,+,-,-,T_RS03425,WP_000194222.1,452,MFS transporter
chr,NC_004631.1,762968,764005,+,-,-,T_RS03430,WP_001289857.1,345,"gentisate 1,2-dioxygenase"
chr,NC_004631.1,764021,764722,+,-,-,T_RS03435,WP_000170621.1,233,FAA hydrolase family protein
chr,NC_004631.1,764731,765375,+,-,-,T_RS03440,WP_000781183.1,214,maleylacetoacetate isomerase
chr,NC_004631.1,765390,766583,+,-,-,T_RS03445,WP_000150113.1,397,3-hydroxybenzoate 6-monooxygenase
chr,NC_004631.1,766692,767630,+,-,-,T_RS03450,WP_001802202.1,312,tRNA dihydrouridine(16) synthase DusC
chr,NC_004631.1,767688,767771,-,-,-,T_RS23895,WP_000698460.1,27,MULTISPECIES: membrane protein
chr,NC_004631.1,768089,769525,+,-,-,T_RS03455,WP_001081453.1,478,multidrug resistance outer membrane protein MdtQ
chr,NC_004631.1,769591,770352,+,-,-,T_RS03460,WP_000169609.1,253,SDR family oxidoreductase
chr,NC_004631.1,770400,770996,-,-,-,T_RS03465,WP_000930540.1,198,DedA family protein
chr,NC_004631.1,771128,771715,+,-,-,T_RS03470,WP_001017057.1,195,YIP1 family protein
chr,NC_004631.1,772887,774617,-,-,-,T_RS03480,WP_000095234.1,576,D-lactate dehydrogenase
chr,NC_004631.1,774884,777181,+,-,-,T_RS03485,WP_000871556.1,765,beta-glucosidase BglX
chr,NC_004631.1,777363,778280,+,-,-,T_RS03490,WP_000155871.1,305,ABC transporter substrate-binding protein
chr,NC_004631.1,778284,779453,+,-,-,T_RS03495,WP_001278102.1,389,ABC transporter permease
chr,NC_004631.1,779446,780393,+,-,-,T_RS03500,WP_000569166.1,315,"ABC transporter ATP-binding protein, partial"
chr,NC_004631.1,780377,781108,+,-,-,T_RS03505,WP_000824854.1,243,ABC transporter permease
chr,NC_004631.1,781089,781196,-,-,-,T_RS03510,WP_001261696.1,35,MULTISPECIES: protein YohO
chr,NC_004631.1,781256,781987,-,-,-,T_RS03515,WP_001240415.1,243,HTH-type transcriptional regulator MlrA
chr,NC_004631.1,782210,783895,+,-,-,T_RS03520,WP_000272852.1,561,sensor histidine kinase
chr,NC_004631.1,783892,784611,+,-,-,T_RS03525,WP_000598634.1,239,two-component system response regulator YehT
chr,NC_004631.1,784658,785125,+,-,-,T_RS03530,WP_000950423.1,155,DUF1456 family protein
chr,NC_004631.1,785182,785712,-,-,-,T_RS03535,WP_001197951.1,176,DUF1307 domain-containing protein
chr,NC_004631.1,785884,786342,-,-,-,T_RS03540,WP_000703137.1,152,DUF1307 domain-containing protein
chr,NC_004631.1,786583,788616,-,-,metG,T_RS03545,WP_000195339.1,677,methionine--tRNA ligase
chr,NC_004631.1,788781,789890,+,-,-,T_RS03550,WP_001005426.1,369,iron-sulfur cluster carrier protein ApbC
chr,NC_004631.1,790168,790449,+,-,-,T_RS03555,WP_000760404.1,93,DUF2574 family protein
chr,NC_004631.1,790728,791258,+,-,-,T_RS03560,WP_000830686.1,176,fimbrial protein YehD
chr,NC_004631.1,791245,791997,+,-,-,T_RS03565,WP_000927725.1,250,fimbrial assembly chaperone protein StcB
chr,NC_004631.1,792020,792121,+,-,-,T_RS25345,WP_001764084.1,33,hypothetical protein
chr,NC_004631.1,792118,794499,+,-,-,T_RS03570,WP_001764086.1,793,fimbrial biogenesis outer membrane usher protein
chr,NC_004631.1,794515,795522,+,-,-,T_RS03575,WP_000765280.1,335,putative fimbrial-like adhesin protein
chr,NC_004631.1,795784,796098,-,-,-,T_RS03580,WP_000837534.1,104,MULTISPECIES: nickel/cobalt homeostasis protein RcnB
chr,NC_004631.1,796508,797305,+,-,-,T_RS03585,WP_001182157.1,265,hydroxyethylthiazole kinase
chr,NC_004631.1,797292,798092,+,-,-,T_RS03590,WP_001188955.1,266,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
chr,NC_004631.1,798128,798874,+,-,-,T_RS03595,WP_000434062.1,248,GntR family transcriptional regulator
chr,NC_004631.1,798848,799813,-,-,-,T_RS03600,WP_001012656.1,321,sugar kinase
chr,NC_004631.1,799810,800814,-,-,-,T_RS03605,WP_000642789.1,334,ADP-ribosylglycohydrolase family protein
chr,NC_004631.1,800811,802082,-,-,-,T_RS03610,WP_000858692.1,423,MFS transporter
chr,NC_004631.1,802336,803388,+,-,-,T_RS03615,WP_000129590.1,350,MULTISPECIES: class I fructose-bisphosphate aldolase
chr,NC_004631.1,803441,804340,-,-,-,T_RS03620,WP_001273393.1,299,lipid kinase YegS
chr,NC_004631.1,804905,805240,+,-,-,T_RS03630,WP_010989208.1,111,hypothetical protein
chr,NC_004631.1,805362,805778,+,-,-,T_RS03635,WP_000287291.1,138,CesT family type III secretion system chaperone
chr,NC_004631.1,805737,805967,-,-,-,T_RS23900,WP_077905067.1,76,hypothetical protein
chr,NC_004631.1,806419,807780,-,-,-,T_RS03640,WP_001517981.1,453,U32 family peptidase
chr,NC_004631.1,807944,808561,+,-,-,T_RS03645,WP_000977162.1,205,hypothetical protein
