#Replicon Name,Replicon Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein name
chr,NC_011294.1,540921,541838,-,-,-,SEN_RS02465,WP_000906146.1,305,MULTISPECIES: SPFH/Band 7/PHB domain protein
chr,NC_011294.1,541985,542662,+,-,-,SEN_RS02470,WP_000140185.1,225,iron ABC transporter ATP-binding protein FetA
chr,NC_011294.1,542649,543428,+,-,-,SEN_RS02475,WP_001002130.1,259,iron export ABC transporter permease subunit FetB
chr,NC_011294.1,543514,544368,-,-,-,SEN_RS02480,WP_000116055.1,284,co-chaperone YbbN
chr,NC_011294.1,544428,545198,-,-,-,SEN_RS02485,WP_001172804.1,256,SDR family oxidoreductase
chr,NC_011294.1,545353,545967,-,-,-,SEN_RS02490,WP_001010573.1,204,multifunctional acyl-CoA thioesterase I/protease I/lysophospholipase L1
chr,NC_011294.1,545938,546624,+,-,-,SEN_RS02495,WP_001110587.1,228,ABC transporter ATP-binding protein
chr,NC_011294.1,546621,549035,+,-,-,SEN_RS02500,WP_000561784.1,804,ABC transporter permease
chr,NC_011294.1,549221,550354,+,-,-,SEN_RS02505,WP_000152869.1,377,porin
chr,NC_011294.1,550611,551441,+,-,-,SEN_RS02510,WP_000524317.1,276,metal ABC transporter substrate-binding protein
chr,NC_011294.1,551478,552494,+,-,-,SEN_RS02515,WP_000569653.1,338,virulence-associated ABC transporter ATP-binding protein SfbB
chr,NC_011294.1,552487,553146,+,-,-,SEN_RS02520,WP_000342245.1,219,ABC transporter permease
chr,NC_011294.1,553185,554279,-,-,-,SEN_RS02525,WP_001154079.1,364,tRNA 2-selenouridine(34) synthase MnmH
chr,NC_011294.1,554349,555275,-,-,-,SEN_RS02530,WP_000460169.1,308,HTH-type transcriptional activator AllS
chr,NC_011294.1,555502,555984,+,-,-,SEN_RS02535,WP_000764661.1,160,ureidoglycolate lyase
chr,NC_011294.1,556063,556881,+,-,-,SEN_RS02540,WP_000141265.1,272,transcriptional regulator
chr,NC_011294.1,556966,558747,+,-,-,SEN_RS02545,WP_001096865.1,593,glyoxylate carboligase
chr,NC_011294.1,558760,559536,+,-,-,SEN_RS02550,WP_000943591.1,258,hydroxypyruvate isomerase
chr,NC_011294.1,559637,560515,+,-,-,SEN_RS02555,WP_000765815.1,292,2-hydroxy-3-oxopropionate reductase
chr,NC_011294.1,560581,561828,+,-,-,SEN_RS02560,WP_000005071.1,415,MFS transporter
chr,NC_011294.1,561924,563378,+,-,-,SEN_RS02565,WP_000401061.1,484,putative allantoin permease
chr,NC_011294.1,563457,564818,+,-,-,SEN_RS02570,WP_000006865.1,453,cyclic amidohydrolase
chr,NC_011294.1,564877,566175,+,-,-,SEN_RS02575,WP_000484505.1,432,uracil/xanthine transporter
chr,NC_011294.1,566198,567346,+,-,-,SEN_RS02580,WP_000706327.1,382,glycerate 3-kinase
chr,NC_011294.1,567426,568211,-,-,-,SEN_RS02585,WP_000540985.1,261,(S)-ureidoglycine aminohydrolase
chr,NC_011294.1,568222,569457,-,-,-,SEN_RS02590,WP_000589762.1,411,allantoate amidohydrolase
chr,NC_011294.1,569479,570528,-,-,-,SEN_RS02595,WP_000703943.1,349,ureidoglycolate dehydrogenase
chr,NC_011294.1,570844,572508,+,-,-,SEN_RS02600,WP_000580911.1,554,acyl-CoA synthetase FdrA
chr,NC_011294.1,572518,573777,+,-,-,SEN_RS02605,WP_000495330.1,419,DUF1116 domain-containing protein
chr,NC_011294.1,573789,574598,+,-,-,SEN_RS02610,WP_000821193.1,269,DUF2877 domain-containing protein
chr,NC_011294.1,574602,575495,+,-,-,SEN_RS02615,WP_000855344.1,297,carbamate kinase
chr,NC_011294.1,575536,576603,-,-,-,SEN_RS02620,WP_000815603.1,355,5-(carboxyamino)imidazole ribonucleotide synthase
chr,NC_011294.1,576600,577109,-,-,-,SEN_RS02625,WP_000098736.1,169,5-(carboxyamino)imidazole ribonucleotide mutase
chr,NC_011294.1,577227,577949,-,-,-,SEN_RS02630,WP_000212289.1,240,"UDP-2,3-diacylglucosamine hydrolase"
chr,NC_011294.1,577952,578446,-,-,-,SEN_RS02635,WP_000255991.1,164,MULTISPECIES: peptidylprolyl isomerase B
chr,NC_011294.1,578619,580004,+,-,-,SEN_RS02640,WP_000912376.1,461,cysteine--tRNA ligase
chr,NC_011294.1,580048,580872,-,-,-,SEN_RS02645,WP_000819118.1,274,DUF2145 domain-containing protein
chr,NC_011294.1,580869,581306,-,-,-,SEN_RS02650,WP_001038574.1,145,hypothetical protein
chr,NC_011294.1,581299,581844,-,-,-,SEN_RS02655,WP_001143571.1,181,metal-dependent hydrolase
chr,NC_011294.1,581971,582183,-,-,-,SEN_RS02660,WP_000190281.1,70,ribosome-associated protein YbcJ
chr,NC_011294.1,582185,583051,-,-,-,SEN_RS02665,WP_000729164.1,288,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase
chr,NC_011294.1,583414,583608,+,-,-,SEN_RS22905,WP_071526816.1,64,hypothetical protein
chr,NC_011294.1,583598,584155,+,-,fimA,SEN_RS02670,WP_000681034.1,185,type 1 fimbrial protein subunit FimA
chr,NC_011294.1,584229,584762,+,-,-,SEN_RS02675,WP_000619618.1,177,type 1 fimbrial protein subunit FimI
chr,NC_011294.1,584806,585498,+,-,-,SEN_RS02680,WP_001519112.1,230,molecular chaperone FimC
chr,NC_011294.1,585529,588141,+,-,-,SEN_RS02685,WP_000754223.1,870,outer membrane usher protein
chr,NC_011294.1,588156,589163,+,-,-,SEN_RS02690,WP_000708656.1,335,type 1 fimbrin D-mannose specific adhesin FimH
chr,NC_011294.1,589173,589691,+,-,fimF,SEN_RS02695,WP_000577507.1,172,fimbriae assembly protein
chr,NC_011294.1,589737,590369,-,-,-,SEN_RS02700,WP_000801273.1,210,DNA-binding response regulator
chr,NC_011294.1,590973,591695,-,-,-,SEN_RS02705,WP_001258102.1,240,fimbriae biosynthesis regulator FimY
chr,NC_011294.1,591714,592025,-,-,-,SEN_RS02710,WP_000226499.1,103,hypothetical protein
chr,NC_011294.1,592187,592783,-,-,-,SEN_RS02715,WP_000944160.1,198,fimbriae biosynthesis transcriptional regulator FimW
chr,NC_011294.1,592739,592975,+,-,-,SEN_RS22910,WP_001532860.1,78,hypothetical protein
chr,NC_011294.1,594262,595914,-,-,-,SEN_RS02730,WP_001575778.1,550,hypothetical protein
chr,NC_011294.1,595895,596821,-,-,-,SEN_RS02735,WP_000703619.1,308,glycosyltransferase
chr,NC_011294.1,596818,597180,-,-,-,SEN_RS02740,WP_000915523.1,120,GtrA family protein
chr,NC_011294.1,597603,597848,-,-,-,SEN_RS02745,WP_000445908.1,81,hypothetical protein
chr,NC_011294.1,598048,598377,-,-,-,SEN_RS02750,WP_000946040.1,109,GHKL domain-containing protein
chr,NC_011294.1,598486,598665,+,-,-,SEN_RS02755,WP_001541678.1,59,cation transporter
chr,NC_011294.1,598716,599570,-,-,-,SEN_RS02760,WP_000339616.1,284,AraC family transcriptional regulator
chr,NC_011294.1,599786,601111,+,-,-,SEN_RS02765,WP_000195925.1,441,pyridine nucleotide-disulfide oxidoreductase
chr,NC_011294.1,601030,601284,-,-,-,SEN_RS22925,WP_071527087.1,84,hypothetical protein
chr,NC_011294.1,601268,601504,+,-,-,SEN_RS02770,WP_000922173.1,78,DUF1471 domain-containing protein
chr,NC_011294.1,601517,602077,+,-,-,SEN_RS02775,WP_000362181.1,186,DUF417 domain-containing protein
chr,NC_011294.1,602164,603339,-,-,-,SEN_RS02780,WP_001033453.1,391,DNA repair ATPase
chr,NC_011294.1,603665,605059,+,-,-,SEN_RS02785,WP_000786288.1,464,phenylalanine transporter
chr,NC_011294.1,605101,606348,-,-,-,SEN_RS02790,WP_001156971.1,415,mechanosensitive ion channel family protein
chr,NC_011294.1,606378,606560,+,-,-,SEN_RS22930,WP_000123414.1,60,hypothetical protein
chr,NC_011294.1,606659,608629,+,-,-,SEN_RS02795,WP_000192416.1,656,autotransporter domain-containing protein
chr,NC_011294.1,608896,609549,-,-,-,SEN_RS02800,WP_000355881.1,217,oxygen-insensitive NAD(P)H nitroreductase
chr,NC_011294.1,609646,610014,-,-,-,SEN_RS02805,WP_000348989.1,122,MmcQ/YjbR family DNA-binding protein
chr,NC_011294.1,610014,610595,-,-,-,SEN_RS02810,WP_000113613.1,193,TetR/AcrR family transcriptional regulator
chr,NC_011294.1,610884,611225,+,-,-,SEN_RS02815,WP_000155633.1,113,MULTISPECIES: RamA family antibiotic efflux transcriptional regulator
chr,NC_011294.1,611231,611479,-,-,-,SEN_RS02820,WP_000682497.1,82,DUF1158 domain-containing protein
chr,NC_011294.1,611546,612664,-,-,-,SEN_RS02825,WP_001196907.1,372,glutamate--cysteine ligase
chr,NC_011294.1,612676,613380,-,-,-,SEN_RS02830,WP_000958063.1,234,enterobactin synthase subunit EntD
chr,NC_011294.1,613426,615681,-,-,-,SEN_RS02835,WP_001034952.1,751,TonB-dependent siderophore receptor
chr,NC_011294.1,615870,617084,+,-,-,SEN_RS02840,WP_000656608.1,404,enterochelin esterase
chr,NC_011294.1,617115,617333,+,-,-,SEN_RS02845,WP_000396012.1,72,MbtH family protein
chr,NC_011294.1,617330,621214,+,-,entF,SEN_RS02850,WP_000194136.1,1294,enterobactin non-ribosomal peptide synthetase EntF
chr,NC_011294.1,621464,622600,+,-,-,SEN_RS02855,WP_001139588.1,378,LPS O-antigen length regulator
chr,NC_011294.1,622653,623447,-,-,-,SEN_RS02860,WP_000140620.1,264,iron-enterobactin ABC transporter ATP-binding protein
chr,NC_011294.1,623444,624433,-,-,-,SEN_RS02865,WP_000480064.1,329,iron-enterobactin ABC transporter permease
chr,NC_011294.1,624433,625440,-,-,-,SEN_RS02870,WP_001277879.1,335,Fe(3+)-siderophore ABC transporter permease
chr,NC_011294.1,625551,626795,+,-,-,SEN_RS02875,WP_001081661.1,414,MFS transporter
chr,NC_011294.1,626858,627814,-,-,-,SEN_RS02880,WP_001238987.1,318,Fe2+-enterobactin ABC transporter substrate-binding protein
chr,NC_011294.1,628123,629298,+,-,-,SEN_RS02885,WP_000367604.1,391,isochorismate synthase EntC
chr,NC_011294.1,629308,630918,+,-,entE,SEN_RS02890,WP_001222465.1,536,"(2,3-dihydroxybenzoyl)adenylate synthase"
chr,NC_011294.1,630932,631789,+,-,-,SEN_RS02895,WP_001007166.1,285,isochorismatase
chr,NC_011294.1,631789,632544,+,-,-,SEN_RS02900,WP_000752163.1,251,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase"
chr,NC_011294.1,632547,632960,+,-,-,SEN_RS02905,WP_000637969.1,137,proofreading thioesterase EntH
chr,NC_011294.1,633142,635247,+,-,-,SEN_RS02910,WP_001043108.1,701,carbon starvation protein CstA
chr,NC_011294.1,635311,635508,+,-,-,SEN_RS02915,WP_000460619.1,65,MULTISPECIES: DUF466 domain-containing protein
chr,NC_011294.1,635544,636632,-,-,-,SEN_RS02920,WP_001016849.1,362,oxidoreductase
chr,NC_011294.1,636759,637919,+,-,-,SEN_RS02925,WP_001245593.1,386,pyridoxal phosphate-dependent aminotransferase
chr,NC_011294.1,637920,638537,-,-,-,SEN_RS02930,WP_001164756.1,205,transcriptional regulator
chr,NC_011294.1,638510,639745,-,-,-,SEN_RS02935,WP_000118140.1,411,phosphoadenosine phosphosulfate reductase
chr,NC_011294.1,639911,640813,-,-,-,SEN_RS02940,WP_000002497.1,300,LysR family transcriptional regulator
chr,NC_011294.1,641130,641876,-,-,-,SEN_RS02945,WP_000597122.1,248,thiol:disulfide interchange protein DsbG
chr,NC_011294.1,642317,642880,+,-,-,SEN_RS02950,WP_000052802.1,187,MULTISPECIES: alkyl hydroperoxide reductase subunit C
chr,NC_011294.1,643122,644687,+,-,-,SEN_RS02955,WP_000887641.1,521,alkyl hydroperoxide reductase subunit F
chr,NC_011294.1,645020,645580,+,-,-,SEN_RS02960,WP_000377428.1,186,molecular chaperone
chr,NC_011294.1,645573,647852,+,-,-,SEN_RS02965,WP_000064319.1,759,DMSO reductase subunit A
chr,NC_011294.1,647849,648406,+,-,-,SEN_RS02970,WP_001250383.1,185,4Fe-4S dicluster domain-containing protein
chr,NC_011294.1,648406,649173,+,-,-,SEN_RS02975,WP_000417098.1,255,hydrogenase
chr,NC_011294.1,649241,649669,-,-,-,SEN_RS02980,WP_000278499.1,142,universal stress protein G
chr,NC_011294.1,649601,649807,+,-,-,SEN_RS22940,WP_071527091.1,68,hypothetical protein
chr,NC_011294.1,649892,651130,+,-,-,SEN_RS02985,WP_000646124.1,412,glutathione-dependent formaldehyde dehydrogenase
chr,NC_011294.1,651213,651623,-,-,-,SEN_RS02990,WP_000089748.1,136,MULTISPECIES: nucleoside diphosphate kinase regulator
chr,NC_011294.1,651573,651755,+,-,-,SEN_RS22945,WP_071524024.1,60,hypothetical protein
chr,NC_011294.1,651858,652664,-,-,-,SEN_RS02995,WP_001092577.1,268,ribonuclease I
chr,NC_011294.1,652774,654237,-,-,-,SEN_RS03000,WP_000059040.1,487,anion permease
chr,NC_011294.1,654275,655171,-,-,-,SEN_RS03005,WP_000982655.1,298,2-(5\'\'-triphosphoribosyl)-3\'-dephosphocoenzyme-A synthase
chr,NC_011294.1,655143,655694,-,-,-,SEN_RS03010,WP_001236063.1,183,citrate lyase holo
chr,NC_011294.1,655698,657227,-,-,-,SEN_RS03015,WP_000192324.1,509,citrate lyase subunit alpha
chr,NC_011294.1,657237,658145,-,-,-,SEN_RS03020,WP_000622342.1,302,citrate (pro-3S)-lyase subunit beta
chr,NC_011294.1,658142,658438,-,-,-,SEN_RS03025,WP_000700679.1,98,MULTISPECIES: citrate lyase ACP
chr,NC_011294.1,658435,659511,-,-,-,SEN_RS03030,WP_000467872.1,358,[citrate (pro-3S)-lyase] ligase [Salmonella enterica]
chr,NC_011294.1,659896,661557,+,-,dpiB,SEN_RS03035,WP_000121823.1,553,sensor histidine kinase DpiB
chr,NC_011294.1,661526,662206,+,-,dpiA,SEN_RS03040,WP_000138786.1,226,MULTISPECIES: two-component response regulator
chr,NC_011294.1,662260,663645,-,-,-,SEN_RS03045,WP_000958619.1,461,anaerobic C4-dicarboxylate transporter DcuC
chr,NC_011294.1,664024,664596,+,-,pagP,SEN_RS03050,WP_000289055.1,190,phospholipid:lipid A palmitoyltransferase
chr,NC_011294.1,664784,664993,+,-,-,SEN_RS03055,WP_000034826.1,69,MULTISPECIES: cold shock-like protein CspE
chr,NC_011294.1,665051,665434,-,-,-,SEN_RS03060,WP_000939753.1,127,MULTISPECIES: fluoride efflux transporter CrcB
chr,NC_011294.1,665525,666313,+,-,-,SEN_RS03065,WP_000495782.1,262,deaminated glutathione amidase
chr,NC_011294.1,666442,666645,+,-,tatE,SEN_RS03070,WP_000503938.1,67,MULTISPECIES: twin-arginine translocase subunit TatE
chr,NC_011294.1,666731,667696,-,-,-,SEN_RS03075,WP_000042640.1,321,lipoyl synthase
chr,NC_011294.1,667902,668855,-,-,-,SEN_RS03080,WP_001282824.1,317,DNA-binding transcriptional regulator
chr,NC_011294.1,669157,669798,-,-,-,SEN_RS03085,WP_000284009.1,213,octanoyltransferase
chr,NC_011294.1,669898,670161,-,-,-,SEN_RS03090,WP_000850547.1,87,MULTISPECIES: DUF493 family protein
chr,NC_011294.1,670269,671480,-,-,-,SEN_RS03095,WP_000858711.1,403,MULTISPECIES: serine-type D-Ala-D-Ala carboxypeptidase
chr,NC_011294.1,671621,672754,-,-,-,SEN_RS03100,WP_001231306.1,377,endolytic peptidoglycan transglycosylase RlpA
chr,NC_011294.1,672765,673877,-,-,-,SEN_RS03105,WP_000131713.1,370,rod shape-determining protein RodA
chr,NC_011294.1,673880,675781,-,-,-,SEN_RS03110,WP_000828700.1,633,penicillin-binding protein 2
chr,NC_011294.1,675812,676279,-,-,-,SEN_RS03115,WP_000776107.1,155,MULTISPECIES: 23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH
chr,NC_011294.1,676283,676600,-,-,-,SEN_RS03120,WP_001161670.1,105,MULTISPECIES: ribosome silencing factor RsfS
chr,NC_011294.1,676929,677537,-,-,-,SEN_RS03130,WP_001241922.1,202,adenosylcobalamin/alpha-ribazole phosphatase
chr,NC_011294.1,677634,678728,+,-,-,SEN_RS03135,WP_001173257.1,364,threonine-phosphate decarboxylase
chr,NC_011294.1,678703,679344,-,-,-,SEN_RS03140,WP_001675307.1,213,nicotinate-nicotinamide nucleotide adenylyltransferase
chr,NC_011294.1,679346,680377,-,-,-,SEN_RS03145,WP_000620495.1,343,DNA polymerase III subunit delta
chr,NC_011294.1,680377,680967,-,-,-,SEN_RS03150,WP_001269950.1,196,hypothetical protein
chr,NC_011294.1,680982,683564,-,-,-,SEN_RS03155,WP_001157915.1,860,leucine--tRNA ligase
chr,NC_011294.1,683801,684142,+,-,-,SEN_RS03160,WP_001574029.1,113,D-galactarate dehydratase
chr,NC_011294.1,684159,685331,+,-,-,SEN_RS03165,WP_001670689.1,390,carbohydrate hydrolase
chr,NC_011294.1,685381,686334,+,-,-,SEN_RS03170,WP_000694480.1,317,2-keto-3-deoxygluconate permease 2
chr,NC_011294.1,686402,688330,+,-,-,SEN_RS03175,WP_001044182.1,642,sigma-54-dependent transcriptional regulator
chr,NC_011294.1,688423,688896,+,-,-,SEN_RS03180,WP_001044884.1,157,zinc ribbon-containing protein
chr,NC_011294.1,688935,689930,-,-,-,SEN_RS03185,WP_001016625.1,331,sel1 repeat family protein
chr,NC_011294.1,690055,690762,+,-,-,SEN_RS03190,WP_001575803.1,235,DUF1266 domain-containing protein
chr,NC_011294.1,690759,692192,+,-,-,SEN_RS03195,WP_000845198.1,477,J domain-containing protein
chr,NC_011294.1,692204,692899,+,-,-,SEN_RS03200,WP_000356624.1,231,DUF1266 domain-containing protein
chr,NC_011294.1,692896,694368,+,-,-,SEN_RS03205,WP_001017760.1,490,J domain-containing protein
chr,NC_011294.1,694390,696069,-,-,-,SEN_RS03210,WP_000368034.1,559,molecular chaperone HscC
chr,NC_011294.1,696145,696792,-,-,-,SEN_RS24195,WP_001000497.1,215,hypothetical protein
chr,NC_011294.1,696868,697383,-,-,-,SEN_RS24200,WP_000498874.1,171,hypothetical protein
chr,NC_011294.1,697415,698350,-,-,-,SEN_RS03220,WP_001207439.1,311,pyrimidine-specific ribonucleoside hydrolase RihA
chr,NC_011294.1,698467,699192,-,-,artP,SEN_RS03225,WP_000631369.1,241,amino acid ABC transporter ATP-binding protein
chr,NC_011294.1,699192,699866,-,-,-,SEN_RS03230,WP_000272799.1,224,MULTISPECIES: glutamate/aspartate ABC transporter permease GltK
chr,NC_011294.1,699866,700606,-,-,-,SEN_RS03235,WP_000020930.1,246,MULTISPECIES: amino acid ABC transporter permease
chr,NC_011294.1,700766,701692,-,-,-,SEN_RS03240,WP_000588827.1,308,glutamate/aspartate ABC transporter substrate-binding protein
chr,NC_011294.1,701744,701956,+,-,-,SEN_RS24205,WP_077248245.1,70,hypothetical protein
chr,NC_011294.1,702029,703567,-,-,-,SEN_RS03245,WP_001575804.1,512,apolipoprotein N-acyltransferase
chr,NC_011294.1,703587,704465,-,-,-,SEN_RS03250,WP_001278615.1,292,magnesium and cobalt efflux protein CorC
chr,NC_011294.1,704623,705096,-,-,-,SEN_RS03255,WP_000084480.1,157,endoribonuclease YbeY
chr,NC_011294.1,705093,706178,-,-,-,SEN_RS03260,WP_000493272.1,361,PhoH family protein
chr,NC_011294.1,706344,707768,-,-,-,SEN_RS03265,WP_001575805.1,474,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB
chr,NC_011294.1,707912,709087,+,-,ubiF,SEN_RS03270,WP_000184625.1,391,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase"
chr,NC_011294.1,709154,709729,-,-,-,SEN_RS03275,WP_001109076.1,191,hypothetical protein
chr,NC_011294.1,710795,712459,-,-,asnB,SEN_RS03315,WP_000337038.1,554,asparagine synthase B
chr,NC_011294.1,712749,713501,-,-,-,SEN_RS03320,WP_000153143.1,250,MULTISPECIES: HAD-IIA family hydrolase
chr,NC_011294.1,713548,714768,-,-,-,SEN_RS03325,WP_000187578.1,406,ROK family transcriptional regulator
chr,NC_011294.1,714773,715927,-,-,-,SEN_RS03330,WP_000271186.1,384,N-acetylglucosamine-6-phosphate deacetylase
chr,NC_011294.1,715987,716787,-,-,-,SEN_RS03335,WP_001237059.1,266,glucosamine-6-phosphate deaminase
chr,NC_011294.1,717114,719066,+,-,-,SEN_RS03340,WP_001023069.1,650,PTS N-acetyl glucosamine transporter subunit IIABC
chr,NC_011294.1,719277,720944,+,-,-,SEN_RS03345,WP_001287181.1,555,glutamine--tRNA ligase
chr,NC_011294.1,721605,723011,+,-,chiP,SEN_RS03350,WP_001258803.1,468,chitoporin
chr,NC_011294.1,723061,723393,+,-,-,SEN_RS03355,WP_000722258.1,110,hypothetical protein
chr,NC_011294.1,723442,724746,-,-,-,SEN_RS03360,WP_000057014.1,434,tricarballylate/proton symporter TcuC
chr,NC_011294.1,724797,725936,-,-,tcuB,SEN_RS03365,WP_000811134.1,379,tricarballylate utilization protein TcuB
chr,NC_011294.1,725923,727326,-,-,-,SEN_RS03370,WP_000228709.1,467,FAD-dependent tricarballylate dehydrogenase TcuA
chr,NC_011294.1,727424,728350,-,-,-,SEN_RS03375,WP_000423371.1,308,tricarballylate utilization LysR family transcriptional regulator TcuR
chr,NC_011294.1,728465,728917,-,-,-,SEN_RS03380,WP_000131700.1,150,ferric iron uptake transcriptional regulator
chr,NC_011294.1,729199,729729,-,-,-,SEN_RS03385,WP_001018621.1,176,MULTISPECIES: flavodoxin-1
chr,NC_011294.1,729880,730173,-,-,-,SEN_RS03390,WP_001040939.1,97,MULTISPECIES: LexA regulated protein
chr,NC_011294.1,730307,731077,-,-,-,SEN_RS03395,WP_000773245.1,256,esterase
chr,NC_011294.1,731262,731804,+,-,-,SEN_RS03400,WP_000848395.1,180,replication initiation regulator SeqA
chr,NC_011294.1,731829,733469,+,-,-,SEN_RS03405,WP_000974381.1,546,alpha-D-glucose phosphate-specific phosphoglucomutase
chr,NC_011294.1,733584,734069,-,-,-,SEN_RS03410,WP_000070056.1,161,pyridoxamine 5\'-phosphate oxidase family protein
chr,NC_011294.1,734134,735453,-,-,-,SEN_RS03415,WP_000042658.1,439,putrescine-ornithine antiporter
chr,NC_011294.1,735450,737648,-,-,-,SEN_RS03420,WP_001292402.1,732,ornithine decarboxylase SpeF
chr,NC_011294.1,738410,739087,-,-,-,SEN_RS03430,WP_000186059.1,225,two-component system response regulator KdpE
chr,NC_011294.1,739084,741768,-,-,-,SEN_RS03435,WP_000997469.1,894,two-component system sensor histidine kinase KdbD
chr,NC_011294.1,741765,742349,-,-,-,SEN_RS03440,WP_001518103.1,194,potassium-transporting ATPase subunit C
chr,NC_011294.1,742358,744406,-,-,-,SEN_RS03445,WP_000088026.1,682,potassium-transporting ATPase subunit B
chr,NC_011294.1,744427,746106,-,-,-,SEN_RS03450,WP_000730078.1,559,potassium-transporting ATPase A chain
chr,NC_011294.1,746106,746195,-,-,-,SEN_RS03455,WP_001670793.1,29,MULTISPECIES: potassium-transporting ATPase subunit F
chr,NC_011294.1,746532,746738,+,-,-,SEN_RS03460,WP_000401435.1,68,DUF2517 family protein
chr,NC_011294.1,746850,748271,+,-,-,SEN_RS03465,WP_001142016.1,473,deoxyribodipyrimidine photo-lyase
chr,NC_011294.1,748310,749791,-,-,-,SEN_RS03470,WP_001041122.1,493,MFS transporter
chr,NC_011294.1,749835,749948,-,-,-,SEN_RS22955,WP_014341140.1,37,hypothetical protein
chr,NC_011294.1,750120,750863,+,-,-,SEN_RS03475,WP_000798844.1,247,Nif3-like dinuclear metal center hexameric protein
chr,NC_011294.1,750879,751535,+,-,-,SEN_RS03480,WP_001188371.1,218,hypothetical protein
chr,NC_011294.1,751529,752461,+,-,-,SEN_RS03485,WP_000932039.1,310,biotin-dependent carboxyltransferase family protein
chr,NC_011294.1,752451,753185,+,-,-,SEN_RS03490,WP_001017925.1,244,5-oxoprolinase subunit PxpA
chr,NC_011294.1,753307,754098,+,-,-,SEN_RS03495,WP_001113969.1,263,endonuclease VIII
chr,NC_011294.1,754153,755199,-,-,-,SEN_RS03500,WP_001122036.1,348,AbrB family transcriptional regulator
chr,NC_011294.1,755336,756619,-,-,-,SEN_RS03505,WP_000785811.1,427,MULTISPECIES: type II citrate synthase
chr,NC_011294.1,756579,756965,+,-,-,SEN_RS03510,WP_001575809.1,128,MULTISPECIES: hypothetical protein
chr,NC_011294.1,757374,757763,+,-,sdhC,SEN_RS03515,WP_001539490.1,129,MULTISPECIES: succinate dehydrogenase cytochrome b556 subunit
chr,NC_011294.1,757757,758104,+,-,-,SEN_RS03520,WP_000254356.1,115,MULTISPECIES: succinate dehydrogenase membrane anchor subunit
chr,NC_011294.1,758104,759870,+,-,-,SEN_RS03525,WP_000775561.1,588,succinate dehydrogenase flavoprotein subunit
chr,NC_011294.1,759887,760603,+,-,sdhB,SEN_RS03530,WP_001537859.1,238,succinate dehydrogenase iron-sulfur subunit
chr,NC_011294.1,761127,763928,+,-,-,SEN_RS03535,WP_001181500.1,933,2-oxoglutarate dehydrogenase E1 component
chr,NC_011294.1,763943,765151,+,-,-,SEN_RS03540,WP_000099853.1,402,2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase
chr,NC_011294.1,765293,766459,+,-,-,SEN_RS03545,WP_001048590.1,388,succinyl-CoA ligase subunit beta
chr,NC_011294.1,766459,767328,+,-,-,SEN_RS03550,WP_000114633.1,289,MULTISPECIES: succinate--CoA ligase subunit alpha
chr,NC_011294.1,768911,770479,+,-,-,SEN_RS03560,WP_000884371.1,522,cytochrome bd-I ubiquinol oxidase subunit CydA
chr,NC_011294.1,770495,771634,+,-,-,SEN_RS03565,WP_000568258.1,379,cytochrome d ubiquinol oxidase subunit II
chr,NC_011294.1,771649,771762,+,-,-,SEN_RS03570,WP_000270278.1,37,MULTISPECIES: cytochrome bd-I oxidase subunit CydX
chr,NC_011294.1,771762,772055,+,-,-,SEN_RS03575,WP_000148790.1,97,cyd operon protein YbgE
chr,NC_011294.1,772284,772688,+,-,-,SEN_RS03580,WP_001046240.1,134,MULTISPECIES: acyl-CoA thioesterase YbgC
chr,NC_011294.1,772685,773377,+,-,-,SEN_RS03585,WP_000131318.1,230,Tol-Pal system protein TolQ
chr,NC_011294.1,773381,773809,+,-,-,SEN_RS03590,WP_000124676.1,142,colicin uptake protein TolR
chr,NC_011294.1,773874,775052,+,-,tolA,SEN_RS03595,WP_000030577.1,392,cell envelope integrity protein TolA
chr,NC_011294.1,775176,776468,+,-,-,SEN_RS03600,WP_001562341.1,430,protein TolB
chr,NC_011294.1,776503,777027,+,-,-,SEN_RS03605,WP_001176621.1,174,MULTISPECIES: peptidoglycan-associated lipoprotein Pal
chr,NC_011294.1,777037,777825,+,-,-,SEN_RS03610,WP_000097553.1,262,cell division protein CpoB
chr,NC_011294.1,779386,780429,+,-,-,SEN_RS03640,WP_000115336.1,347,quinolinate synthase
chr,NC_011294.1,780454,781173,+,-,-,SEN_RS03645,WP_000345361.1,239,nicotinamide riboside transporter PnuC
chr,NC_011294.1,781170,782108,-,-,-,SEN_RS03650,WP_000951250.1,312,CDF family zinc transporter ZitB
chr,NC_011294.1,782219,782605,-,-,-,SEN_RS03655,WP_000784385.1,128,hypothetical protein
chr,NC_011294.1,782925,783977,+,-,-,SEN_RS03660,WP_001109233.1,350,3-deoxy-7-phosphoheptulonate synthase AroG
chr,NC_011294.1,784071,784616,-,-,-,SEN_RS03665,WP_000970374.1,181,fumarate hydratase subunit beta
chr,NC_011294.1,784631,785476,-,-,-,SEN_RS03670,WP_000086834.1,281,fumarate hydratase
